"","country","year","working_hours"
"371","United Kingdom","1995.0",33.5115379920373
"372","United States","1995.0",35.3846153846154
"373","Australia","1996.0",34.5961538461538
"374","Austria","1996.0",31.9980773925781
"375","Belgium","1996.0",31.6538461538462
"376","Canada","1996.0",34.1173072228065
"377","Czech Rep.","1996.0",39.7269240159255
"378","Denmark","1996.0",29.4365375225361
"379","Finland","1996.0",34.1269226074219
"380","France","1996.0",31.8269230769231
"381","Germany","1996.0",29.1884624774639
"382","Greece","1996.0",39.5769230769231
"383","Hungary","1996.0",39.1246150090144
"384","Iceland","1996.0",35.7692307692308
"385","Ireland","1996.0",36.1923076923077
"386","Italy","1996.0",36.0201932466947
"387","Japan","1996.0",36.3846153846154
"388","Korea, Rep.","1996.0",50.9230769230769
"389","Luxembourg","1996.0",32.5192307692308
"390","Mexico","1996.0",36.5750004695012
"391","Netherlands","1996.0",27.3269230769231
"392","New Zealand","1996.0",35.2538452148438
"393","Norway","1996.0",28.5115379920373
"394","Portugal","1996.0",35.5384615384615
"395","Slovak Republic","1996.0",35.375
"396","Spain","1996.0",33.2403846153846
"397","Sweden","1996.0",31.0286536583534
"398","Switzerland","1996.0",32.2000004695012
"399","United Kingdom","1996.0",33.4923072228065
"400","United States","1996.0",35.2307692307692
"401","Argentina","1997.0",38.7884615384615
"402","Australia","1997.0",34.5230759840745
"403","Austria","1997.0",32.0730778620793
"404","Belgium","1997.0",31.9230769230769
"405","Brazil","1997.0",33.8269230769231
"406","Canada","1997.0",33.9865394005409
"407","Chile","1997.0",36.6538461538462
"408","Costa Rica","1997.0",35.8846153846154
"409","Czech Rep.","1997.0",39.7461547851562
"410","Denmark","1997.0",29.6923076923077
"411","El Salvador","1997.0",35.4038461538462
"412","Finland","1997.0",34.0480769230769
"413","France","1997.0",31.7115384615385
"414","Germany","1997.0",29.0134605994591
"415","Greece","1997.0",38.9615384615385
"416","Honduras","1997.0",34.6923076923077
"417","Hungary","1997.0",39.6057692307692
"418","Iceland","1997.0",35.3653846153846
"419","Ireland","1997.0",35.2307692307692
"420","Italy","1997.0",35.8300006573017
"421","Japan","1997.0",35.8653846153846
"422","Korea, Rep.","1997.0",49.8461538461538
"423","Luxembourg","1997.0",32.2692307692308
"424","Mexico","1997.0",37.0499995304988
"425","Netherlands","1997.0",27.1923076923077
"426","New Zealand","1997.0",35.0096153846154
"427","Nicaragua","1997.0",37.0576923076923
"428","Norway","1997.0",28.4134615384615
"429","Panama","1997.0",33.6730769230769
"430","Paraguay","1997.0",36.3461538461538
"431","Peru","1997.0",38.5576923076923
"432","Portugal","1997.0",34.8461538461538
"433","Slovak Republic","1997.0",35.265385554387
"434","Spain","1997.0",33.2384620079627
"435","Sweden","1997.0",32.2136535644531
"436","Switzerland","1997.0",31.953845684345
"437","United Kingdom","1997.0",33.4709613506611
"438","United States","1997.0",35.4230769230769
"439","Uruguay","1997.0",33.5192307692308
"440","Venezuela","1997.0",33.5192307692308
"441","Australia","1998.0",34.3942307692308
"442","Austria","1998.0",31.9903846153846
"443","Belgium","1998.0",32.1538461538462
"444","Canada","1998.0",33.9749990609976
"445","Czech Rep.","1998.0",39.8961557241587
"446","Denmark","1998.0",29.984614445613
"447","Ecuador","1998.0",36.9807692307692
"448","El Salvador","1998.0",35.5576923076923
"449","Finland","1998.0",33.8615394005409
"450","France","1998.0",31.4807692307692
"451","Germany","1998.0",28.9096163236178
"452","Greece","1998.0",38.9038461538462
"453","Hungary","1998.0",39.4673086313101
"454","Iceland","1998.0",34.9423076923077
"455","Ireland","1998.0",33.7115384615385
"456","Italy","1998.0",36.147693340595
"457","Japan","1998.0",35.4230769230769
"458","Korea, Rep.","1998.0",48
"459","Luxembourg","1998.0",32.1538461538462
"460","Mexico","1998.0",36.1153846153846
"461","Netherlands","1998.0",26.9230769230769
"462","New Zealand","1998.0",35.0846158541166
"463","Norway","1998.0",28.3769226074219
"464","Peru","1998.0",40.2115384615385
"465","Portugal","1998.0",34.5961538461538
"466","Slovak Republic","1998.0",34.5730778620793
"467","Spain","1998.0",33.2999995304988
"468","Sweden","1998.0",31.6540386493389
"469","Switzerland","1998.0",32.0923086313101
"470","United Kingdom","1998.0",33.3538466233474
"471","United States","1998.0",35.4423076923077
"472","Argentina","1999.0",35
"473","Australia","1999.0",34.3634620079627
"474","Austria","1999.0",31.4923072228065
"475","Belgium","1999.0",30.4038461538462
"476","Brazil","1999.0",32.4807692307692
"477","Canada","1999.0",34.0211533766526
"478","Chile","1999.0",36.5769230769231
"479","Colombia","1999.0",36.75
"480","Costa Rica","1999.0",35.9615384615385
"481","Czech Rep.","1999.0",40.1461557241587
"482","Denmark","1999.0",30.1730769230769
"483","Finland","1999.0",33.9365375225361
"484","France","1999.0",31.3461538461538
"485","Germany","1999.0",28.6865375225361
"486","Greece","1999.0",39.75
"487","Honduras","1999.0",34.9230769230769
"488","Hungary","1999.0",39.7519249549279
"489","Iceland","1999.0",36.0192307692308
"490","Ireland","1999.0",33.1730769230769
"491","Italy","1999.0",36.068845308744
"492","Japan","1999.0",34.8153850848858
"493","Korea, Rep.","1999.0",48.1153846153846
"494","Luxembourg","1999.0",32.0961538461538
"495","Mexico","1999.0",36.9596158541166
"496","Netherlands","1999.0",26.5576923076923
"497","New Zealand","1999.0",35.3423086313101
"498","Nicaragua","1999.0",37.3653846153846
"499","Norway","1999.0",28.3346158541166
"500","Panama","1999.0",33.3461538461538
"501","Portugal","1999.0",34.8461538461538
"502","Slovak Republic","1999.0",34.7769235464243
"503","Spain","1999.0",33.3096149151142
"504","Sweden","1999.0",31.0182682917668
"505","Switzerland","1999.0",32.5065378042368
"506","United Kingdom","1999.0",33.1307701697716
"507","United States","1999.0",35.4615384615385
"508","Uruguay","1999.0",33.1153846153846
"509","Venezuela","1999.0",32.1730769230769
"510","Australia","2000.0",34.3326932466947
"511","Austria","2000.0",31.3788452148438
"512","Belgium","2000.0",29.8846153846154
"513","Canada","2000.0",33.9961547851562
"514","Czech Rep.","2000.0",40.2365394005409
"515","Denmark","2000.0",30.4115389310397
"516","Finland","2000.0",33.6480759840745
"517","France","2000.0",30.5961538461538
"518","Germany","2000.0",28.3269230769231
"519","Greece","2000.0",40
"520","Hungary","2000.0",39.6384605994591
"521","Iceland","2000.0",36.25
"522","Ireland","2000.0",33.0576923076923
"523","Italy","2000.0",35.7949993426983
"524","Japan","2000.0",35.0250009390024
"525","Korea, Rep.","2000.0",48.4615384615385
"526","Luxembourg","2000.0",31.9615384615385
"527","Mexico","2000.0",36.3096149151142
"528","Netherlands","2000.0",26.3846153846154
"529","New Zealand","2000.0",35.1942302997296
"530","Norway","2000.0",27.984614445613
"531","Poland","2000.0",38.2307692307692
"532","Portugal","2000.0",33.9423076923077
"533","Slovak Republic","2000.0",34.828845684345
"534","Spain","2000.0",33.280768761268
"535","Sweden","2000.0",30.2773085374099
"536","Switzerland","2000.0",32.3961533766526
"537","United Kingdom","2000.0",32.9115389310397
"538","United States","2000.0",35.2307692307692
"539","Australia","2001.0",33.7423072228065
"540","Austria","2001.0",31.3519240159255
"541","Belgium","2001.0",30.3269230769231
"542","Canada","2001.0",33.8846153846154
"543","Czech Rep.","2001.0",38.4530780498798
"544","Denmark","2001.0",30.5134605994591
"545","Finland","2001.0",33.344231238732
"546","France","2001.0",30.3461538461538
"547","Germany","2001.0",28.046154315655
"548","Greece","2001.0",40.1153846153846
"549","Hungary","2001.0",38.8250004695012
"550","Iceland","2001.0",35.5192307692308
"551","Ireland","2001.0",32.8653846153846
"552","Italy","2001.0",35.4436528132512
"553","Japan","2001.0",34.7884615384615
"554","Korea, Rep.","2001.0",48.1923076923077
"555","Luxembourg","2001.0",31.6538461538462
"556","Mexico","2001.0",35.8519240159255
"557","Netherlands","2001.0",26.3846153846154
"558","New Zealand","2001.0",34.9480778620793
"559","Norway","2001.0",27.4826918381911
"560","Poland","2001.0",37.9615384615385
"561","Portugal","2001.0",34.0192307692308
"562","Slovak Republic","2001.0",34.5961538461538
"563","Spain","2001.0",33.203845684345
"564","Sweden","2001.0",29.3571143517127
"565","Switzerland","2001.0",31.6576913686899
"566","United Kingdom","2001.0",32.9673086313101
"567","United States","2001.0",34.8269230769231
"568","Australia","2002.0",33.4673086313101
"569","Austria","2002.0",31.3846153846154
"570","Belgium","2002.0",30.3653846153846
"571","Canada","2002.0",33.546154315655
"572","Czech Rep.","2002.0",38.078845684345
"573","Denmark","2002.0",30.3615394005409
"574","Finland","2002.0",33.2288466233474
"575","France","2002.0",29.5384615384615
"576","Germany","2002.0",27.796154315655
"577","Greece","2002.0",40.1346153846154
"578","Hungary","2002.0",38.9701913686899
"579","Iceland","2002.0",34.8461538461538
"580","Ireland","2002.0",32.5961538461538
"581","Italy","2002.0",35.2109609750601
"582","Japan","2002.0",34.5769230769231
"583","Korea, Rep.","2002.0",47.4038461538462
"584","Luxembourg","2002.0",31.4230769230769
"585","Mexico","2002.0",36.3096149151142
"586","Netherlands","2002.0",25.9230769230769
"587","New Zealand","2002.0",34.9403850848858
"588","Norway","2002.0",27.1942302997296
"589","Poland","2002.0",38.0576923076923
"590","Portugal","2002.0",33.9807692307692
"591","Slovak Republic","2002.0",33.5846158541166
"592","Spain","2002.0",33.094231238732
"593","Sweden","2002.0",29.5073077862079
"594","Switzerland","2002.0",31.3326932466947
"595","United Kingdom","2002.0",32.609614445613
"596","United States","2002.0",34.75
"597","Australia","2003.0",33.4115389310397
"598","Austria","2003.0",31.5673076923077
"599","Belgium","2003.0",30.2884615384615
"600","Canada","2003.0",33.3480764535757
"601","Czech Rep.","2003.0",37.9173067533053
"602","Denmark","2003.0",30.3173076923077
"603","Finland","2003.0",33.0750004695012
"604","France","2003.0",29.4423076923077
"605","Germany","2003.0",27.671154315655
"606","Greece","2003.0",40.1346153846154
"607","Hungary","2003.0",38.4115389310397
"608","Iceland","2003.0",34.75
"609","Ireland","2003.0",32.1346153846154
"610","Italy","2003.0",35.1074993426983
"611","Japan","2003.0",34.5884610689603
"612","Korea, Rep.","2003.0",46.8076923076923
"613","Luxembourg","2003.0",31.3461538461538
"614","Mexico","2003.0",35.7153836763822
"615","Netherlands","2003.0",26.2115384615385
"616","New Zealand","2003.0",34.8576918381911
"617","Norway","2003.0",26.8961533766526
"618","Poland","2003.0",38.1538461538462
"619","Portugal","2003.0",33.5
"620","Slovak Republic","2003.0",32.1730769230769
"621","Spain","2003.0",32.8038470928486
"622","Sweden","2003.0",29.9817317082332
"623","Switzerland","2003.0",31.5250009390024
"624","United Kingdom","2003.0",32.2461547851562
"625","United States","2003.0",34.5576923076923
"626","Australia","2004.0",33.5961538461538
"627","Austria","2004.0",31.7365394005409
"628","Belgium","2004.0",29.7884615384615
"629","Canada","2004.0",33.7019230769231
"630","Czech Rep.","2004.0",38.1903850848858
"631","Denmark","2004.0",30.3730773925781
"632","Finland","2004.0",33.1480759840745
"633","France","2004.0",29.9615384615385
"634","Germany","2004.0",27.7230764535757
"635","Greece","2004.0",39.6153846153846
"636","Hungary","2004.0",38.394038273738
"637","Iceland","2004.0",34.8076923076923
"638","Ireland","2004.0",32.0769230769231
"639","Italy","2004.0",35.1163470928486
"640","Japan","2004.0",34.3653846153846
"641","Korea, Rep.","2004.0",46.0384615384615
"642","Luxembourg","2004.0",30.5
"643","Mexico","2004.0",35.5499995304988
"644","Netherlands","2004.0",26.1923076923077
"645","New Zealand","2004.0",35.1269226074219
"646","Norway","2004.0",27.2557701697716
"647","Poland","2004.0",38.1346153846154
"648","Portugal","2004.0",33.9038461538462
"649","Slovak Republic","2004.0",32.8365384615385
"650","Spain","2004.0",32.5057701697716
"651","Sweden","2004.0",30.2809612567608
"652","Switzerland","2004.0",32.0999990609976
"653","Turkey","2004.0",36.8846153846154
"654","United Kingdom","2004.0",32.1519235464243
"655","United States","2004.0",34.5961538461538
"656","Australia","2005.0",33.2980769230769
"657","Austria","2005.0",31.844231238732
"658","Belgium","2005.0",30.0961538461538
"659","Canada","2005.0",33.4307697002704
"660","Czech Rep.","2005.0",38.5019226074219
"661","Denmark","2005.0",30.0711529071514
"662","Finland","2005.0",33.0326913686899
"663","France","2005.0",29.8076923076923
"664","Germany","2005.0",27.594231238732
"665","Greece","2005.0",39.4807692307692
"666","Hungary","2005.0",38.3461538461538
"667","Iceland","2005.0",34.5
"668","Ireland","2005.0",31.8076923076923
"669","Italy","2005.0",34.9757690429688
"670","Japan","2005.0",34.1346153846154
"671","Korea, Rep.","2005.0",45.265385554387
"672","Luxembourg","2005.0",30.1923076923077
"673","Mexico","2005.0",36.7134610689603
"674","Netherlands","2005.0",26.4423076923077
"675","New Zealand","2005.0",34.8096149151142
"676","Norway","2005.0",27.3076923076923
"677","Poland","2005.0",38.3461538461538
"678","Portugal","2005.0",33.6923076923077
"679","Slovak Republic","2005.0",33.4884620079627
"680","Spain","2005.0",32.1519235464243
"681","Sweden","2005.0",30.9025010329026
"682","Switzerland","2005.0",32.1038466233474
"683","Turkey","2005.0",36.8846153846154
"684","United Kingdom","2005.0",32.2269240159255
"685","United States","2005.0",34.5192307692308
"686","Australia","2006.0",33.140385554387
"687","Austria","2006.0",31.8173076923077
"688","Belgium","2006.0",30.2115384615385
"689","Canada","2006.0",33.4230769230769
"690","Czech Rep.","2006.0",38.4000009390024
"691","Denmark","2006.0",30.265385554387
"692","Finland","2006.0",32.9519230769231
"693","France","2006.0",30.155768761268
"694","Germany","2006.0",27.5519221379207
"695","Hungary","2006.0",38.2538452148438
"696","Iceland","2006.0",34.5192307692308
"697","Ireland","2006.0",31.5384615384615
"698","Italy","2006.0",34.8865379920373
"699","Japan","2006.0",34.3076923076923
"700","Korea, Rep.","2006.0",44.3269230769231
"701","Luxembourg","2006.0",30.8461538461538
"702","Mexico","2006.0",36.2153836763822
"703","Netherlands","2006.0",26.75
"704","New Zealand","2006.0",34.3634620079627
"705","Norway","2006.0",27.0807682917668
"706","Poland","2006.0",38.1730769230769
"707","Portugal","2006.0",33.8076923076923
"708","Slovak Republic","2006.0",33.6346153846154
"709","Spain","2006.0",31.8211529071514
"710","Sweden","2006.0",30.3036545973558
"711","Switzerland","2006.0",31.8711547851562
"712","United Kingdom","2006.0",32.0903836763822
"713","United States","2006.0",34.5576923076923
"714","Australia","2007.0",33.109614445613
"715","Austria","2007.0",31.7613454965445
"716","Belgium","2007.0",30.1153846153846
"717","Canada","2007.0",33.390385554387
"718","Czech Rep.","2007.0",38.1819223257212
"719","Finland","2007.0",32.6538461538462
"720","France","2007.0",30.0125004695012
"721","Germany","2007.0",27.5576923076923
"722","Hungary","2007.0",38.2000004695012
"723","Iceland","2007.0",34.75
"724","Ireland","2007.0",31.3461538461538
"725","Italy","2007.0",35.0705777681791
"726","Japan","2007.0",34.3269230769231
"727","Luxembourg","2007.0",29.6538461538462
"728","Mexico","2007.0",35.9888469989483
"729","Netherlands","2007.0",26.7692307692308
"730","New Zealand","2007.0",34.0653850848858
"731","Norway","2007.0",27.1365379920373
"732","Poland","2007.0",38
"733","Portugal","2007.0",33.2307692307692
"734","Spain","2007.0",31.7730759840745
"735","Sweden","2007.0",30.0330763596755
"736","United Kingdom","2007.0",32.1153846153846
"737","United States","2007.0",34.5